id,title,type,open_year,rate,running_time,genre1,genre2,genre3,actor,director,summary
341,내가 사랑했던 모든 남자들에게,Movie,2018,8.2,1시간 40분,코미디,드라마,로맨스,"Lana Condor, Noah Centineo, Janel Parrish, Anna Cathcart, Andrew Bachelor, Trezzo Mahoro",Susan Johnson,"지금까지 다섯 명. 짝사랑의 마음을 몰래 편지로만 남겨두었던 라라 진. 그런데 어느 날, 그들에게 쓴 비밀 러브레터가 발송됐다. 어떻게? 그건 중요하지 않다. 어제의 라라 진은 사라졌으니까."
342,어카운턴트,Movie,2016,7.9,2시간 8분,스릴러,액션,범죄,"Ben Affleck, Anna Kendrick, J.K. Simmons, Jon Bernthal, Jeffrey Tambor, Cynthia Addai-Robinson",Gavin O'Connor,크리스찬 울프(벤 애플렉)는 동네 상점에서 혼자 ZZZ 공인회계사 사무소를 운영하는 회계사다. 언뜻 보기에 평범한 회계사 같지만 크리스찬을 찾는 고객에는 두 종류가 있다. 하나는 동네 주민이고 다른 하나는 거물급 범죄자들이다. 범죄자들을 고객으로 상대하며 때때로 크리스찬은 킬러의 역할을 맡기도 한다. 크리스찬이 새로 수임한 업무는 자금 횡령 의혹이 있는 벤처기업의 재무 조사. 처음 횡령 의혹을 제기한 사내 회계사 다나(안나 켄드릭)와 크리스찬은 점차 횡령보다 더 복잡한 사건이 배후에 있음을 깨닫는다. 한편 재무부 범죄전담반은 크리스찬이 여러 범죄 사건에 연루된 인물이라는 사실을 발견하고 조사를 요청하는데...
343,스위니 토드: 어느 잔혹한 이발사 이야기,Movie,2007,8,1시간 56분,공포,드라마,스릴러,"Johnny Depp, Helena Bonham Carter, Alan Rickman, Timothy Spall, Sacha Baron Cohen, Laura Michelle Kelly",Tim Burton,"사랑하는 아내와 딸과 함께 행복한 남자 벤자민 바커(조니 뎁). 그러나 자신의 아름다운 아내를 탐한 악랄한 터핀 판사 때문에 억울한 누명을 쓰고 감옥에 갇힌다. 그 후로 15년. 아내와 딸을 되찾기 위해 고향으로 돌아온 그는 복수를 위해 스위니 토드로 거듭나 이발소를 연다. 그날 이후 수 많은 신사들이 이발하러 간 후엔 바람같이 사라져 나타나지 않고, 이발소 아래층 러빗 부인(헬레나 본햄 카터)의 파이 가게는 갑자기 황홀해진 파이 맛 덕분에 손님이 끊이지 않는데. 그런데 스위니 토드의 사랑하는 아내와 딸은 대체 어디로 사라진 걸까?"
344,"안녕, 헤이즐",Movie,2014,8.4,2시간 5분,드라마,로맨스,,"Shailene Woodley, Ansel Elgort, Nat Wolff, Laura Dern, Sam Trammell, Willem Dafoe",Josh Boone,"산소통을 캐리어처럼 끌고 호흡기를 생명줄처럼 차고 있는 헤이즐. 집에 틀어박혀 리얼리티 쇼나 보며 하루를 축내는 자신을 걱정하는 가족에게 등 떠밀려 어쩔 수 없이 참석한 암 환자 모임에서 꽃미소가 매력적인 어거스터스를 만난다. 담배를 입에 물었지만 불은 붙이지 않는 ‘상징적인 행동’으로 헤이즐의 맹비난을 재치있게 받아넘긴 어거스터스는 시크하고 우울증마저 겪는 헤이즐을 두근거리게 만든다. 두 사람은 소설책을 나눠 읽으며 급속도로 가까워지고, 어거스터스는 헤이즐이 그토록 좋아하는 네덜란드의 작가를 만나게 해주기 위해 ‘지니의 소원’을 빌어 암스테르담 여행을 제안한다. 가족과 주변의 걱정과 만류에도 불구하고 생애 처음으로 여행길에 오른 두 사람. 자신을 시한폭탄이라 생각하고 사랑하는 것들 과 선을 그었던 그녀와, 거절당할까 두려워 진실을 감춰왔던 어거스터스는 서로에게 속마음을 털어놓기 시작하는데... 예측불허 이들의 사랑은 어떻게 될까?"
345,러브 하드,Movie,2021,7.5,1시간 44분,코미디,로맨스,,"Nina Dobrev, Jimmy O. Yang, Darren Barnet, James Saito, Rebecca Staab, Harry Shum Jr.",Hernán Jiménez,"기나긴 데이트 경력에도 연애 운이 따라주지 않는 여자. 이번엔 완벽한 짝을 찾았다. 9시간 비행? 운명의 상대를 만나려면 그쯤이야. 근데 드디어 나타난 남자, 사진 속 그 남자가 아니다?"
346,나비효과,Movie,2004,8.3,1시간 53분,SF,스릴러,드라마,", , Ashton Kutcher, Amy Smart, Elden Henson, William Lee Scott",J. Mackye Gruber,"끔찍한 어린 시절의 상처를 지닌 에반. 그에게 남은 것은 기억의 파편들과 상처입은 친구들. 에반은 과거의 기억을 되살리기 위해 정신과 치료를 받으며 어릴 적부터 매일매일 꼼꼼하게 일기를 쓴다. 대학생이 된 어느 날, 예전의 일기를 꺼내 읽다가 일기장을 통해 시공간 이동의 통로를 발견하게 되는 에반. 그것을 통해 과거로 되돌아가 미치도록 지워버리고 싶은 기억, 어린 시절의 상처 때문에 스스로 목숨을 끊은 첫사랑 켈리와의 돌이키고 싶은 과거, 그리고 사랑하는 친구들에게 닥친 끔찍한 불행들을 고쳐 나간다. 그러나 과거를 바꿀수록 더욱 충격적인 현실만이 그를 기다릴 뿐, 현재는 전혀 예상치 못한 파국으로 치닫는데 과연 그는 과거를 바꿔 그가 원하는 현재를 이룰 수 있을 것인가? 아니면 불행한 현재에 영원히 갇혀버릴 것인가?"
347,파프리카,Movie,2006,8.4,1시간 30분,SF,스릴러,판타지,"Megumi Hayashibara, Toru Emori, Katsunosuke Hori, Toru Furuya, Akio Otsuka, Koichi Yamadera",Satoshi Kon,"29살의 정신과 치료사 치바 아츠코에게는 또 하나의 자아가 있다. 바로 18살의 대담무쌍한 꿈 탐정 파프리카이다. 파프리카는 사람들의 꿈속에 들어가 그들의 무의식에 동조함으로써 환자의 불안과 신경증의 원인을 밝혀내고 치료한다. 어느 날, 치바의 연구소에서 개발 중이던 혁명적인 정신치료장치 DC-MINI의 프로토타입이 도난 당하고 조수마저 실종된다. 장치를 찾아나선 치바는 무서운 음모가 진행되고 있음을 알게 된다."
348,세렌디피티,Movie,2001,7.6,1시간 30분,코미디,드라마,로맨스,"John Cusack, Kate Beckinsale, Jeremy Piven, Bridget Moynahan, Eugene Levy, Lilli Lavine",Peter Chelsom,"달콤한 뉴욕의 크리스마스 이브. 모두들 사랑하는 사람을 위한 선물을 사느라 무척 활기찬 한 백화점에서 조나단(존 쿠삭 분)과 사라(케이트 베켄세일 분)는 각자 자신의 애인에게 줄 선물을 고르다가 마지막 남은 장갑을 동시에 잡으면서 첫 만남을 갖게 된다. 뉴욕의 한가운데서 처음 만난 두 사람은 들 뜬 크리스마스 분위기에 속에서 서로의 매력에 빠지게 되어, 각자의 애인이 있는데도 불구하고 맨하탄에서의 황홀한 저녁을 잠시 보낸다. 서로의 이름도 모르는 채 헤어지게 된 두 사람, 이때 한 눈에 사랑에 빠진 조나단은 다음에 만날 수 있도록 전화번호를 교환하자고 제안하지만, 평소 운명적인 사랑을 원하는 사라는 주저하며 운명에 미래를 맡길 것을 말한다. 그녀는 고서적에 자신의 이름과 연락처를 적은 후 헌책방에 팔아 조나단에게 찾으라고 하고, 조나단의 연락처가 적힌 5달러 지폐로 솜사탕을 사 먹고는 그 돈이 다시 자신에게로 돌아오면 연락하겠다고 말하는 등 엉뚱한 행동을 한다. 결국 엘리베이터 버튼에 운명을 걸어보지만, 두 사람은 아쉽게 헤어지게 되는데. 몇년이 흐른 뒤, 조나단과 사라는 서로 완전히 다른 삶을 살아간다. 하지만 그 둘은 7년 전 뉴욕에서의 몇시간 동안의 만남을 잊지 못하고 있다. 둘다 서로의 약혼자와의 결혼을 눈 앞에 두고 있는 어느날, 서로에 대한 그리움이 극에 달하게 되고, 둘에 관한 추억들을 운명처럼 떠올리게 되는 사건들이 연이어 발생하게 되자, 마침내 둘은 결혼에 앞서 마지막으로 7년 전의 추억을 떠올리며 뉴욕으로 향하는데."
349,친절한 금자씨,Movie,2005,8.2,1시간 55분,드라마,스릴러,범죄,"Lee Young-ae, Choi Min-sik, Kwon Yea-young, Kim Shi-hoo, Nam Il-woo, Kim Byung-ok",Park Chan-wook,"사람들의 시선을 단번에 사로잡을 만큼 뛰어난 미모의 소유자인 금자는 20살에 죄를 짓고 감옥에 가게 된다. 어린 나이, 너무나 아름다운 외모로 인해 검거되는 순간에도 언론에 유명세를 치른다. 누구보다 성실하고 모범적인 수감생활을 보내는 금자. 친절한 금자씨라는 말도 교도소에서마저 유명세를 떨치던 그녀에게 사람들이 붙여준 별명이다. 13년간의 복역을 무사히 마치고 출소하는 순간, 금자는 그 동안 치밀하게 준비해온 복수를 시작한다. 그녀가 복수하려는 인물은 자신을 죄인으로 만든 백선생. 그녀가 친절을 베풀며 도왔던 동료들은 이제 다양한 방법으로 금자의 복수를 돕는다."
350,300,Movie,2007,8.2,1시간 57분,액션,판타지,전쟁,"Gerard Butler, Lena Headey, Dominic West, David Wenham, Vincent Regan, Michael Fassbender",Zack Snyder,"BC 480년, 페르시아 국왕 크세르크세스(로드리고 산토로)가 이끄는 대군이 그리스로 진군해온다. 1년 전 복종을 요구하는 페르시아 사자를 우물에 처넣었던 스파르타 국왕 레오니다스(제라드 버틀러)는 그리스 도시국가들과 연합군을 결성하려고 하지만, 신탁은 이를 허락하지 않는다. 그러나 레오니다스는 전쟁에 반대하는 의회에 등을 돌리고 300명의 정예부대와 테르모필레 협곡으로 향한다. 대를 이을 아들이 있는 자만 선발한 레오니다스는 자신이 다시는 왕비 고르고(레나 헤디) 곁으로 돌아오지 못하리라는 사실을 알고 있다."
351,인턴,Movie,2015,7.9,2시간 1분,코미디,드라마,,"Robert De Niro, Anne Hathaway, Rene Russo, Anders Holm, JoJo Kushner, Andrew Rannells",Nancy Meyers,"창업 1년 반 만에 직원 220명의 성공신화를 이룬 줄스(앤 해서웨이)는 TPO에 맞는 패션센스, 업무를 위해 사무실에서도 끊임 없는 체력관리 뿐만 아니라 고객을 위해 포장까지 직접 하는 열정적인 30세 여성 CEO이다. 회사에서 은퇴해 무료한 일상을 이어가고 있던 벤(로버트 드니로)은 시니어 인턴을 뽑는다는 어느 온라인 회사에 지원한다. 면접 과정에서 높은 점수를 받은 그는 줄스의 인턴으로 채용되는데, 그녀는 컴퓨터도 제대로 다루지 못하는 벤이 자신을 도울 일은 절대 없을 거라 생각한다. 하지만 줄스가 눈치채지 못하는 사이 벤은 서서히 그녀의 일상에 없어서는 안 되는 사람이 되어간다."
352,커런트 워,Movie,2017,7.3,1시간 48분,드라마,역사,,"Benedict Cumberbatch, Michael Shannon, Nicholas Hoult, Katherine Waterston, Tom Holland, Matthew Macfadyen",Alfonso Gomez-Rejon,"1,093개의 특허, 노력의 아이콘, 타고난 천재 발명가! 당신이 알던 에디슨은 더 이상 없다. 천재적 사업가이자 괴짜 승부사! 누구나 알지만 아무도 몰랐던 그의 진짜 전쟁이 시작된다! 쇼맨십의 천재 ‘에디슨’과 상상력의 천재 ‘테슬라’ 그리고 협상의 천재 ‘인설’과 비즈니스의 천재 ‘웨스팅하우스’까지. 4명의 천재, 3번의 격돌, 2개의 전류, 1명만이 역사가 된다!"
353,택시운전사,Movie,2017,8.7,2시간 17분,드라마,역사,액션,"Song Kang-ho, Thomas Kretschmann, Yoo Hae-jin, Ryu Jun-yeol, Park Hyuk-kwon, Ko Chang-seok",Jang Hoon,"택시운전사 만섭은 아내를 여의고 11살 딸을 키우며 어렵게 살림을 꾸리는 가장. 외국손님을 태우고 광주에 갔다 통금 전에 돌아오면 밀린 월세를 갚을 수 있는 거금 10만원을 준다는 말에 독일기자 피터를 태우고 영문도 모른 채 길을 나선다. 피터는 독일 공영방송 소속 기자로, 일본에서 ‘광주가 심상치 않다’는 말을 듣고 광주로 향한다. 어떻게든 택시비를 받아야 하는 만섭의 기지로 검문을 뚫고 겨우 들어선 광주. 위험하니 서울로 돌아가자는 만섭의 만류에도 피터는 대학생 재식과 황기사의 도움 속에 촬영을 시작하는데..."
354,트랜스포머,Movie,2007,7.5,2시간 20분,SF,액션,,"Shia LaBeouf, Megan Fox, Josh Duhamel, Tyrese Gibson, Rachael Taylor, Anthony Anderson",Michael Bay,인류보다 월등히 뛰어난 지능과 파워를 지닌 외계 생명체 트랜스포머. 정의를 수호하는 오토봇 군단과 악을 대변하는 디셉티콘 군단으로 나뉘는 트랜스포머는 궁극의 에너지원인 큐브를 차지하기 위해 오랜 전쟁을 벌여왔다. 하지만 행성 폭발로 우주 어딘가로 사라져버린 큐브. 그들은 오랜 전쟁의 종지부를 찍기 위해 큐브를 찾아 전 우주를 떠돈다.
355,행오버,Movie,2009,8.4,1시간 40분,코미디,드라마,,"Bradley Cooper, Ed Helms, Zach Galifianakis, Justin Bartha, Heather Graham, Sasha Barrese",Todd Phillips,더그의 결혼식을 앞두고 친구 세 명은 함께 라스베가스로 총각 파티를 떠난다. 멋진 호텔에서 한껏 즐거운 밤을 보낸 이들은 아침에 친구인 더그가 사라진 사실을 알게 된다. 아무 생각도 해낼 수 없던 이들은 지난 밤 만났던 사람들에게 친구를 수소문하고 우여곡절끝에 그를 결혼식장에 데려간다.
356,신세계,Movie,2013,8.1,2시간 14분,스릴러,액션,범죄,"Lee Jung-jae, Choi Min-sik, Hwang Jung-min, Park Sung-woong, Song Ji-hyo, Choi Il-hwa",Park Hoon-jung,"경찰청 수사기획과 강과장은 국내 최대 범죄 조직 골드문이 기업형 조직으로 세력이 확장되자 신입경찰 이자성에게 잠입수사를 명한다. 그리고 8년, 자성은 골드문의 2인자 정청의 오른팔이 되기에 이른다. 골드문 회장이 갑자기 사망하자, 강과장은 후계자 결정에 직접 개입하는 신세계 작전을 설계한다. 후계자 전쟁의 한 가운데, 정청은 지금까지 친형제처럼 함께 해 온 자성에게 강한 신뢰를 보는 반면 작전의 성공만 생각하는 강과장은 자성의 목을 조여만 간다. 신분이 노출될 위기에 처한 자성은 언제 자신을 배신할지 모르는 경찰과, 형제의 의리로 대하는 정청 사이에서 갈등하게 되는데..."
357,극비수사,Movie,2015,7.1,1시간 48분,범죄,드라마,,"Kim Yoon-seok, Yoo Hae-jin, Lee Jeong-eun, Song Young-chang, Hwang Chae-won, Jang Young-nam",Kwak Kyung-taek,"한 아이가 유괴된 후, 수사가 시작되고 아이 부모의 특별 요청으로 담당이 된 공길용 형사는 아이를 보호하기 위해 극비 수사를 진행하기로 한다. 한편, 가족들은 유명한 점술집을 돌아다니며 아이의 생사여부를 확인하지만 이미 아이가 죽었다는 절망적인 답만 듣게 되고, 마지막으로 도사 김중산을 찾아간다. 아이의 사주를 풀어보던 김도사는 아직 아이가 살아있고, 보름 째 되는 날 범인으로부터 첫 연락이 온다고 확신한다. 보름째 되는 날, 김도사의 말대로 연락이 오고, 범인이 보낸 단서로 아이가 살아있음을 확신한 공형사는 김도사의 말을 믿게 된다. 하지만 한 달이 지나도록 수사는 진전되지 않고, 모두가 아이의 생사 보다 범인 찾기에 혈안이 된 상황 속에 공형사와 김도사 두 사람만이 아이를 살리기 위한 수사를 계속 진행하는데…"
358,데블스 에드버킷,Movie,1997,8.2,2시간 24분,드라마,스릴러,공포,"Keanu Reeves, Al Pacino, Charlize Theron, Jeffrey Jones, Judith Ivey, Connie Nielsen",Taylor Hackford,"64번의 재판에서 한 번도 실패해 본 적이 없는 변호사 케빈 로막스(키아누 리브스). 그는 의뢰인인 피의자의 유죄가 확실했던 이번 재판에서도 승리를 하면서 인기 절정의 변호사로 부상한다. 승소 기념 파티를 벌이던 날, 케빈은 뉴욕 '존 밀튼 투자회사'의 직원으로부터 파격적인 조건의 스카우트 제의를 받고 아내 매리앤(샤를리즈 테론)과 함께 뉴욕으로 향한다."
359,더 스트롱홀드,Movie,2020,8.3,1시간 45분,액션,범죄,스릴러,"Gilles Lellouche, François Civil, Karim Leklou, Adèle Exarchopoulos, Cyril Lecomte, Kenza Fortas",Cédric Jimenez,"출동해 봐야 매번 잡범만 잡을 뿐인 프랑스 마르세유의 형사 삼인조. 상부의 실적 압박이 거센 가운데, 마침 마약 조직을 일망타진할 기회가 왔다. 승진도 시켜 줄 테니 어떻게든 작전만 성공시키라는 주문에 그들이 팔을 걷어붙인다."
360,더 큐어,Movie,2017,7.1,2시간 26분,스릴러,SF,드라마,"Dane DeHaan, Jason Isaacs, Mia Goth, Harry Groener, Celia Imrie, Adrian Schiller",Gore Verbinski,"야심 많은 젊은 간부 ‘록하트’는 의문의 편지를 남긴 채 떠나버린 CEO를 찾아 스위스 알프스에 위치한 ‘웰니스 센터’로 향한다. 고풍스러우면서 비밀스러운 기운이 느껴지는 ‘웰니스 센터’. '록하트’는 그곳의 특별한 치료법을 의심스럽게 여긴다. 예상치 못한 사고로 ‘웰니스 센터’에 머무르게 된 ‘록하트’는 그곳에서의 치료가 필요하다는 진단을 받게 되고, 비밀을 파헤치려 할수록 알 수 없는 일들이 벌어지는데…"
361,나이트 테러,Movie,2018,7.2,1시간 28분,공포,,,"Maxi Ghione, Norberto Gonzalo, Elvira Onetto, George Lewis, Julieta Vallina, Demián Salomón",Demián Rugna,"죽었던 개가 살아서 거리를 배회하고, 잔인한 사고를 당한 아이가 무덤 밖을 배회한다. 이웃집과의 불화는 되돌릴 수 없는 끔찍한 사건으로 번지고, 이내, 저주받은 밤이 내린 마을에 사악한 존재들이 모습을 보이기 시작하는데… ‘왜 우리를 찾아온거야..?’"
362,나를 믿어줘: 리사 맥베이 납치 사건,Movie,2018,8.5,1시간 38분,드라마,범죄,,"Katie Douglas, David James Elliott, Rossif Sutherland, Amanda Arcuri, Chris Owens, Bruno Verdoni",Jim Donovan,"어느 밤 납치를 당한 리사, 극한의 공포 상황에서 기적처럼 탈출한다. 죽을힘을 다해 집으로 돌아온 그녀. 하지만 아무도 그녀의 말을 믿어주지 않는다. 가족도 경찰도. 실화가 바탕인 영화"
363,더 히어로,Movie,2017,6.9,1시간 37분,드라마,서부,로맨스,"Sam Elliott, Laura Prepon, Nick Offerman, Krysten Ritter, Katharine Ross, Doug Cox",Brett Haley,"전성기는 40년 전, 대표작은 단 하나뿐인 왕년의 웨스턴 무비스타 ‘리 헤이든’에게 어느 날 서부극 보존 협회의 평생 공로상이 주어진다.
 시상식에서 전한 즉흥적이고 솔직했던 수상소감으로 뜻밖에도 많은 이들에게 깊은 인상을 남긴 ‘리’. 단 하루의 기적으로 그토록 원하던 배우로서의 길을 다시 걷게 되는데…"
364,설국열차,Movie,2013,7.8,2시간 7분,SF,액션,드라마,"Chris Evans, Song Kang-ho, Ed Harris, John Hurt, Tilda Swinton, Jamie Bell",Bong Joon-ho,"기상 이변으로 모든 것이 꽁꽁 얼어붙은 지구, 살아남은 사람들을 태운 기차 한 대가 끝없이 궤도를 달리고 있다. 춥고 배고픈 사람들이 바글대는 빈민굴 같은 꼬리칸, 그리고 선택된 사람들이 술과 마약까지 즐기며 호화로운 객실을 뒹굴고 있는 앞쪽칸. 열차 안의 세상은 결코 평등하지 않다. 기차가 달리기 시작한 17년째, 꼬리칸의 젊은 지도자 커티스는 긴 세월 준비해 온 폭동을 일으킨다. 기차의 심장인 엔진을 장악하고 기차 전체를 해방시키기 위해 절대권력자 윌포드가 도사리고 있는 엔진 칸을 향해 질주하는 커티스와 꼬리칸 사람들. 그들 앞에 예기치 못한 상황들이 기다리고 있는데..."
365,세인트 모드,Movie,2020,7.4,1시간 25분,공포,스릴러,드라마,"Morfydd Clark, Jennifer Ehle, Lily Knight, Lily Frazer, Turlough Convery, Rosie Sansom",Rose Glass,"젊은 간호사 모드는 말로 설명할 수 없는 트라우마를 겪은 후 세상을 등진 채 극단적으로 기독교에 몰두하며 살아간다. 모드는 심각한 암에 걸린 은퇴한 무용수 아만다의 호스피스를 맡게 된다. 모드의 독실한 믿음은 아만다의 영혼을 영원한 지옥으로부터 구해야 한다는 강박으로 이어지고, 모드는 어떤 대가를 치르더라도 아만다를 구하겠다고 마음 먹는다."
366,월드 인베이젼,Movie,2011,6.6,1시간 56분,SF,액션,,"Aaron Eckhart, Ramón Rodríguez, Will Rothhaar, Michael Peña, Bridget Moynahan, Noel Fisher",Jonathan Liebesman,"1942년 LA UFO 대공습 사건 이래 지난 수십년간 UFO 목격 사례는 전세계 각지에서 꾸준하게 보고되어 왔다. 2011년, 거대한 유성 떼가 지구에 떨어지고, 사상 최대의 유성쇼에 들떠있던 세계 각 도시는 정체불명의 적으로부터 무차별 공격을 받고 초토화된다. LA 주둔군 소속 낸츠 하사는 자신의 부대를 이끌고 지금껏 싸워본 적 없는 적들에 맞서 사상 최대의 반격 임무를 맡아 전면전에 참가하게 되는데…"
367,머니볼,Movie,2011,8.1,2시간 14분,드라마,스포츠,,"Brad Pitt, Jonah Hill, Philip Seymour Hoffman, Chris Pratt, Robin Wright, Stephen Bishop",Bennett Miller,"메이저리그 만년 최하위에 그나마 실력 있는 선수들은 다른 구단에 뺏기기 일쑤인 오클랜드 애슬레틱스. 돈 없고 실력 없는 오합지졸 구단이란 오명을 벗어 던지고 싶은 단장 빌리 빈(브래드 피트)은 경제학을 전공한 피터(조나 힐)를 부단장으로 영입, 새로운 경영전략을 펼친다. 기존의 선수 선발 방식과는 전혀 다른 파격적인 머니볼 이론을 따라 새로운 도전을 시작한 그들은 경기 데이터에만 의존해 사생활 문란, 잦은 부상, 최고령 등의 이유로 다른 구단에서 외면 받던 선수들을 팀에 합류시킨다. 과연 빌리와 애슬레틱스 팀은 머니볼의 기적을 이룰 수 있을까?"
368,블레어 위치,Movie,2016,5.8,1시간 30분,공포,스릴러,,"James Allen McCune, Callie Hernandez, Brandon Scott, Corbin Reid, Valorie Curry, Wes Robinson",Adam Wingard,"불을 켜도, 혼자 보지 않아도 무서운 공포!
 1994년, 200년 동안 내려온 블레어 위치의 전설을 찾아 3명의 영화과 학생들이 버키츠빌 숲에 들어간 후 실종된다. 그리고 1년 후 그들이 찍은 필름이 발견된다. 1999년 오랜 법정 싸움 끝에 필름은 유가족에게 돌아가고 영화화가 결정된다. 영화는 전세계를 충격에 빠트린다. 그리고… 2016년 유가족 중 헤더의 동생은 SNS에 올려진 1999년의 영상 속에서 누나가 생존해 있을지 모른다는 단서를 발견한다. 그는 팀을 꾸려 버키츠빌로 떠나는데…"
369,원더,Movie,2017,8.8,1시간 53분,드라마,가족,,"Jacob Tremblay, Owen Wilson, Julia Roberts, Izabela Vidovic, Danielle Rose Russell, Mandy Patinkin",Stephen Chbosky,"누구보다 위트 있고 호기심 많은 매력 부자 어기. 하지만 남들과 다른 외모로 태어난 어기는 모두가 좋아하는 크리스마스 대신 얼굴을 감출 수 있는 할로윈을 더 좋아한다. 10살이 된 아들에게 더 큰 세상을 보여주고 싶었던 엄마와 아빠는 어기를 학교에 보낼 준비를 하고, 동생에게 모든 것을 양보해왔지만 누구보다 그를 사랑하는 누나도 첫걸음을 응원해준다. 그렇게 가족이 세상의 전부였던 어기는 처음으로 헬멧을 벗고 낯선 세상에 용감하게 첫발을 내딛는데..."
370,니나의 모든 것,Movie,2018,6.8,1시간 37분,코미디,드라마,로맨스,"Mary Elizabeth Winstead, Lonnie Rashid Lynn Jr., Chace Crawford, Clea DuVall, Kate del Castillo, Beau Bridges",Eva Vives,"걸쭉한 입담과 쿨한 태도로 관객을 사로잡는 스탠드업 코미디언 니나. LA로 이사 와 새로운 남자를 만난다. 하룻밤 상대가 아닌, 마음이 끌리는 사람. 니나의 비밀을 알게 돼도 좋아해 줄까."
371,미지와의 조우,Movie,1977,8.2,2시간 15분,SF,드라마,,"Richard Dreyfuss, François Truffaut, Teri Garr, Melinda Dillon, Bob Balaban, J. Patrick McNamara",Steven Spielberg,"UFO로 추정되는 존재들이 세계 곳곳에 남긴 흔적들이 발견되고 일단의 과학자들이 이를 추적하는 가운데, 인디아나에 사는 로이는 정전을 조사하다 우연히 UFO를 목격한다. 그 날 이후 로리는 UFO에 관한 기사를 모으고, 희미하게 머리 속에 떠오르는 형상을 찰흙으로 빚기도 한다. 한편 전세계의 과학자들은 라콤 박사의 지도하에 외계인과 통신할수 있는 음악 코드를 개발하고 그들과의 접촉을 시도한다. 그 위치는 와이오밍에 있는 데블스 타워였고, 정부는 비밀 유지를 위해 지역 주민들을 모두 대피시킨다. 뉴스를 통해 이를 알게 된 로니는 봉쇄된 도로를 뚫고 데빌스 타워로 향하는데..."
372,제로 다크 서티,Movie,2012,7.9,2시간 37분,스릴러,드라마,역사,"Jessica Chastain, Jason Clarke, Kyle Chandler, Jennifer Ehle, Mark Strong, Joel Edgerton",Kathryn Bigelow,"칠흑같이 어두운 밤, 적외선 안경을 낀 특수부대를 태운 블랙호크 헬기 두대가 파키스탄 국경을 넘어 빈 라덴의 거처 앞마당에 내려앉는다. 빈 라덴을 잡을 생각만으로 이 악물고 버텨온 CIA 요원 마야(제시카 채스테인)가 고대해온 순간이다. 지난 10년간 알 카에다의 연락책이자 빈 라덴의 최측근인 한 남자를 추적하는 일에 매달려 온 그녀는 순수한 열정과 원칙에 따라 작전에 임하지만, 매번 어떤 실마리조차 찾지 못하는 상황에 좌절한다. 어느 날, 단서를 발견하게 된 그녀는 동료들과 함께 거래를 시도하지만 테러리스트들의 자폭 테러로 인해 가장 친한 동료마저 잃게 되는데..."
373,네온 데몬,Movie,2016,7,1시간 58분,드라마,스릴러,공포,"Elle Fanning, Karl Glusman, Jena Malone, Bella Heathcote, Abbey Lee, Desmond Harrington",Nicolas Winding Refn,모델을 꿈꾸며 네온사인으로 빛나는 도시 LA에 정착한 소녀 ‘제시’(엘르 패닝)는 꾸미지 않고도 넋을 빼앗는 묘한 아름다움으로 단숨에 탑 모델로 주목 받는다. 하지만 그녀를 질투하는 여자들은 점점 ‘제시’의 완벽한 미모를 향해 집착하고 결국 ‘제시’는 그들이 준비한 위험한 파티에 초대받게 되는데…
374,주피터 어센딩,Movie,2015,6.2,2시간 7분,판타지,SF,액션,", , Channing Tatum, Mila Kunis, Sean Bean, Eddie Redmayne",Lana Wachowski,"목성이 유난히 빛나던 밤, 태어난 주피터. 머나먼 은하의 별을 꿈꾸는 그녀의 현실은 이민자 가족들과 청소업을 하는 비루함뿐이다. 그러나 스카이 재커 케인이 주피터를 찾아 지구에 오면서 모든 운명이 달라진다. 주피터는 사실 자신이 지구의 주인이며 또한 인간은 아브라삭스 가문이 키우는 농작물 같은 존재라는 것을 알게 되는데…"
375,스파이,Movie,2015,7.7,2시간 0분,범죄,액션,코미디,"Melissa McCarthy, Jason Statham, Rose Byrne, Jude Law, Miranda Hart, Bobby Cannavale",Paul Feig,"현장 요원들의 임무 수행을 돕는 CIA의 내근 요원 수잔 쿠퍼(멜리사 맥카시). 외모, 임무 수행 등 완벽한 최고의 요원 브래들리 파인(주드 로)의 파트너로 임무를 수행을 하던 중, 핵무기 밀거래를 추진하는 마피아들에게 CIA 현장 요원들의 신분이 모두 노출되는 사건이 발생한다. 마피아들이 모르는 내근 요원 수잔은 CIA의 최대 위기를 극복하고 핵무기의 밀거래를 막기 위해 현장에 투입된다. 그러나, 그녀를 못 믿는 ‘자칭’ 최고의 요원 릭 포드(제이슨 스타뎀)가 그녀와 별개로 임무를 수행하면서 그녀의 미션은 위기에 직면하게 되는데…"
376,몬티 파이튼과 브라이언의 삶,Movie,1979,8.6,1시간 34분,코미디,,,"Graham Chapman, John Cleese, Terry Gilliam, Eric Idle, Terry Jones, Michael Palin",Terry Jones,예수와 같은 시간 옆집에서 태어난 브라이언은 유태인을 지배하는 로마인을 싫어한다. 그러나 정작 자신의 아버지는 로마병사였던 '졸라큰꼬추'(사람이름) 였다는걸 알고 그걸 부정하는 와중에 검투사 경기장에서 만난 유태인 레지스탕스인 민족전선 유태와.. 아니 해방전선 유태.. 음.. 민족해방 유태였나? 잠깐..뭐였지?
